timestamp,price,quantity
1774707684116,137,10
1774707684123,139,30
1774707684123,139,40
1774707684126,137,60
1774707684126,137,20
1774707684128,134,10
1774707684128,134,30
1774707684129,135,40
1774707684129,135,10
1774707684134,133,70
1774707684135,133,10
1774707684135,133,10
1774707684136,133,10
1774707684141,133,70
1774707684149,137,10
1774707684152,140,20
1774707684154,139,50
1774707684156,141,10
1774707684156,141,30
1774707684161,137,40
1774707684161,137,10
1774707684162,137,20
1774707684162,134,30
1774707684162,134,10
1774707684164,136,20
1774707684164,136,20
1774707684165,133,80
1774707684167,136,20
1774707684167,136,60
1774707684168,136,20
1774707684169,136,40
1774707684169,136,10
1774707684169,136,10
1774707684178,140,60
1774707684178,140,30
1774707684179,139,50
1774707684180,139,30
1774707684184,137,40
1774707684185,136,30
1774707684186,136,10
1774707684186,136,60
1774707684187,136,50
1774707684187,136,10
1774707684189,137,80
1774707684192,136,10
1774707684192,136,50
1774707684194,135,30
1774707684194,135,10
1774707684198,128,40
1774707684198,128,60
1774707684201,136,40
1774707684202,136,20
1774707684203,132,60
1774707684203,132,30
1774707684204,128,40
1774707684205,128,20
1774707684205,128,10
1774707684205,128,20
1774707684209,136,10
1774707684213,135,20
1774707684213,135,60
1774707684214,136,20
1774707684214,136,60
1774707684220,139,20
1774707684225,134,10
1774707684233,139,20
1774707684238,139,10
1774707684238,139,80
1774707684238,139,10
1774707684239,140,40
1774707684239,140,50
1774707684240,138,10
1774707684242,139,10
1774707684242,139,20
1774707684243,139,10
1774707684248,136,60
1774707684250,140,20
1774707684250,140,60
1774707684254,141,20
1774707684255,141,60
1774707684256,139,80
1774707684262,139,20
1774707684262,139,10
1774707684267,132,20
1774707684267,132,50
1774707684275,131,50
1774707684275,131,50
1774707684279,132,40
1774707684282,135,10
1774707684283,135,30
1774707684283,135,20
1774707684290,137,10
1774707684295,135,20
1774707684298,137,40
1774707684298,137,20
1774707684306,136,40
1774707684318,137,20
1774707684319,135,60
1774707684321,137,60
1774707684323,135,40
1774707684323,135,30
1774707684334,137,10
1774707684340,137,10
1774707684343,138,60
1774707684348,138,30
1774707684349,138,30
1774707684350,138,30
1774707684350,138,40
1774707684358,138,10
1774707684359,138,80
1774707684359,139,10
1774707684364,137,20
1774707684364,137,50
1774707684364,137,20
1774707684375,139,70
1774707684375,139,30
1774707684380,138,20
1774707684383,137,30
1774707684394,139,50
1774707684395,139,20
1774707684414,138,20
1774707684414,138,10
1774707684414,138,30
1774707684417,138,20
1774707684423,137,30
1774707684423,137,40
1774707684429,136,50
1774707684430,136,50
1774707684442,137,30
1774707684442,139,10
1774707684443,139,50
1774707684444,139,30
1774707684444,139,10
1774707684444,139,20
1774707684444,139,30
1774707684445,139,10
1774707684447,140,40
1774707684447,140,20
1774707684453,140,30
1774707684454,140,30
1774707684456,140,10
1774707684457,140,10
1774707684457,140,30
1774707684458,141,10
1774707684458,141,30
1774707684458,141,40
1774707684459,141,10
1774707684459,141,70
1774707684461,141,10
1774707684461,141,40
1774707684461,141,30
1774707684465,141,70
1774707684474,141,10
1774707684474,142,20
1774707684475,142,20
1774707684475,142,50
1774707684485,142,40
1774707684485,142,10
1774707684486,142,20
1774707684488,142,30
1774707684507,141,80
1774707684520,142,60
1774707684521,142,30
1774707684522,142,10
1774707684555,141,10
1774707684555,141,50
1774707684576,141,10
1774707684577,142,60
1774707684579,142,10
1774707684588,142,20
1774707684589,142,10
1774707684598,142,10
1774707684599,142,20
1774707684599,142,30
1774707684604,142,20
1774707684605,142,40
1774707684607,142,50
1774707684609,142,70
1774707684619,142,20
1774707684619,142,50
1774707684619,142,20
1774707684626,142,10
1774707684626,143,60
1774707684626,143,20
1774707684627,143,70
1774707684627,143,20
1774707684628,143,30
1774707684631,143,30
1774707684635,143,50
1774707684639,143,20
1774707684639,143,30
1774707684640,143,20
1774707684641,143,60
1774707684642,143,30
1774707684643,143,30
1774707684643,143,40
1774707684644,143,10
1774707684646,143,10
1774707684646,143,10
1774707684648,143,30
1774707684652,143,60
1774707684652,143,10
1774707684655,143,80
1774707684656,143,10
1774707684659,143,20
1774707684661,143,30
1774707684667,143,10
1774707684669,143,30
1774707684669,144,10
1774707684669,144,10
1774707684675,144,10
1774707684677,144,10
1774707684685,144,10
1774707684685,144,30
1774707684686,144,20
1774707684687,144,30
1774707684688,144,40
1774707684689,144,60
1774707684691,144,40
1774707684691,144,20
1774707684694,144,60
1774707684696,144,10
1774707684697,144,60
1774707684698,144,20
1774707684698,144,40
1774707684704,144,10
1774707684809,144,20
1774707684810,145,50
1774707684810,145,30
1774707684810,145,50
1774707684811,145,10
1774707684811,145,30
1774707684811,145,40
1774707684812,145,10
1774707684812,145,60
1774707684812,145,30
1774707684812,145,10
1774707684813,145,60
1774707684813,145,30
1774707684813,145,50
1774707684814,145,10
1774707684814,145,10
1774707684814,145,30
1774707684814,145,30
1774707684815,145,50
1774707684815,145,40
1774707684815,145,10
1774707684816,145,30
1774707684816,145,20
1774707684816,146,20
1774707684816,146,30
1774707684817,146,50
1774707684817,146,30
1774707684819,146,40
1774707684819,146,20
1774707684820,146,50
1774707684821,146,30
1774707684821,146,30
1774707684821,146,60
1774707684821,146,20
1774707684822,146,20
1774707684822,146,20
1774707684823,146,30
1774707684823,146,60
1774707684823,146,20
1774707684823,146,20
1774707684824,146,90
1774707684824,146,10
1774707684824,147,90
1774707684825,147,20
1774707684825,147,10
1774707684825,147,30
1774707684826,147,60
1774707684826,147,10
1774707684826,147,70
1774707684827,147,30
1774707684827,147,40
1774707684827,147,30
1774707684828,148,40
1774707684828,148,10
1774707684828,148,10
1774707684829,148,30
1774707684829,148,20
1774707684829,149,20
1774707684830,149,10
1774707684830,149,80
1774707684830,149,10
1774707684831,149,70
1774707684831,149,20
1774707684831,149,10
1774707684832,149,20
1774707684832,149,30
1774707684832,149,10
1774707684833,149,60
1774707684833,149,20
1774707684834,149,20
1774707684834,150,50
1774707684834,150,30
1774707684835,150,40
1774707684835,150,20
1774707684835,150,20
1774707684836,150,20
1774707684836,150,10
1774707684837,151,10
1774707684837,151,60
1774707684837,151,10
1774707684838,151,20
1774707684838,151,40
1774707684838,151,10
1774707684839,151,70
1774707684841,151,30
1774707684848,151,30
1774707684849,151,40
1774707684851,151,60
1774707684851,151,30
1774707684852,151,50
1774707684852,151,20
1774707684854,151,10
1774707684857,151,90
1774707684860,151,10
1774707684860,151,40
1774707684866,151,30
1774707684866,151,10
1774707684867,152,10
1774707684871,152,10
1774707684871,152,10
1774707684873,152,30
1774707684873,152,50
1774707684874,152,40
1774707684877,152,10
1774707684877,152,20
1774707684882,152,70
1774707684888,152,40
1774707684893,152,10
1774707684893,152,40
1774707684893,152,50
1774707684894,152,10
1774707684895,152,20
1774707684895,152,40
1774707684895,153,10
1774707684901,153,40
1774707684902,153,10
1774707684904,153,40
1774707684906,153,50
1774707684906,153,20
1774707684910,153,60
1774707684920,153,10
1774707684920,153,20
1774707684921,153,40
1774707684921,153,30
1774707684923,153,20
1774707684923,153,20
1774707684937,153,10
1774707684939,153,40
1774707684949,153,10
1774707684951,153,50
1774707684951,154,20
1774707684959,151,80
1774707684970,152,10
1774707684977,152,40
1774707684977,152,20
1774707684977,152,40
1774707684992,153,60
1774707684992,154,40
1774707684993,154,10
1774707684994,154,10
1774707684995,154,60
1774707684995,154,20
1774707684996,154,60
1774707684997,154,20
1774707684998,154,40
1774707685001,154,20
1774707685004,154,30
1774707685004,154,10
1774707685005,154,60
1774707685007,154,40
1774707685012,154,40
1774707685012,154,20
1774707685013,154,60
1774707685020,155,10
1774707685032,155,40
1774707685034,155,20
1774707685034,155,50
1774707685040,155,70
1774707685042,155,10
1774707685050,155,10
1774707685050,155,40
1774707685059,155,50
1774707685062,155,30
1774707685062,155,20
1774707685063,155,20
1774707685064,155,60
1774707685065,155,20
1774707685066,155,10
1774707685067,155,10
1774707685067,155,20
1774707685067,156,20
1774707685068,156,30
1774707685073,156,10
1774707685075,156,20
1774707685075,156,30
1774707685075,156,20
1774707685076,156,30
1774707685090,156,10
1774707685091,156,30
1774707685091,156,60
1774707685092,156,40
1774707685092,156,40
1774707685093,156,20
1774707685097,156,20
1774707685098,156,50
1774707685098,156,30
1774707685098,156,10
1774707685103,156,50
1774707685103,156,50
1774707685106,156,40
1774707685111,157,30
1774707685111,157,70
1774707685117,157,10
1774707685118,157,20
1774707685119,157,50
1774707685119,157,10
1774707685119,157,10
1774707685120,157,70
1774707685120,157,20
1774707685121,157,30
1774707685125,157,20
1774707685125,157,20
1774707685125,157,40
1774707685126,157,40
1774707685127,157,40
1774707685133,157,40
1774707685133,157,20
1774707685134,157,80
1774707685134,157,10
1774707685134,157,70
1774707685136,157,20
1774707685136,157,10
1774707685139,157,20
1774707685144,157,60
1774707685148,157,20
1774707685148,157,20
1774707685149,157,30
1774707685150,157,20
1774707685151,157,10
1774707685155,157,40
1774707685155,157,20
1774707685158,157,80
1774707685160,157,20
1774707685163,157,40
1774707685164,157,20
1774707685166,157,20
1774707685166,157,40
1774707685167,158,80
1774707685172,158,90
1774707685172,158,10
1774707685173,158,10
1774707685174,158,30
1774707685174,158,40
1774707685175,158,10
1774707685175,158,60
1774707685176,158,40
1774707685177,158,60
1774707685182,158,10
1774707685183,158,60
1774707685183,158,10
1774707685184,158,30
1774707685186,158,20
1774707685187,158,10
1774707685188,158,60
1774707685193,158,20
1774707685193,158,10
1774707685195,158,20
1774707685202,158,10
1774707685202,158,20
1774707685203,158,40
1774707685210,158,20
1774707685215,158,20
1774707685216,158,20
1774707685216,159,60
1774707685218,159,30
1774707685218,159,30
1774707685221,159,10
1774707685224,159,10
1774707685225,159,10
1774707685225,159,80
1774707685228,159,10
1774707685228,159,80
1774707685229,159,10
1774707685234,159,40
1774707685234,159,30
1774707685237,159,10
1774707685237,159,60
1774707685240,159,20
1774707685243,159,50
1774707685249,159,20
1774707685249,159,20
1774707685250,159,70
1774707685253,159,80
1774707685257,159,40
1774707685261,159,50
1774707685261,159,30
1774707685264,159,10
1774707685265,159,10
1774707685267,159,30
1774707685267,159,30
1774707685269,159,10
1774707685269,159,30
1774707685270,159,60
1774707685272,159,10
1774707685272,159,20
1774707685273,159,10
1774707685275,159,10
1774707685277,159,50
1774707685278,159,30
1774707685279,159,60
1774707685281,159,30
1774707685286,159,30
1774707685286,159,40
1774707685290,159,10
1774707685296,159,20
1774707685298,159,20
1774707685298,160,10
1774707685298,160,50
1774707685301,160,10
1774707685301,160,90
1774707685302,160,10
1774707685302,160,20
1774707685304,160,40
1774707685306,160,10
1774707685309,160,90
1774707685310,160,40
1774707685316,160,20
1774707685316,160,10
1774707685317,160,40
1774707685321,160,80
1774707685322,160,20
1774707685326,160,40
1774707685329,160,20
1774707685329,160,20
1774707685331,160,30
1774707685331,160,10
1774707685332,160,30
1774707685332,160,50
1774707685333,160,50
1774707685335,160,40
1774707685336,160,50
1774707685336,160,10
1774707685337,160,20
1774707685338,161,20
1774707685338,161,10
1774707685340,161,50
1774707685342,161,90
1774707685343,161,40
1774707685344,161,30
1774707685344,161,20
1774707685345,161,30
1774707685347,161,20
1774707685348,161,50
1774707685351,161,20
1774707685352,161,60
1774707685352,161,10
1774707685355,161,50
1774707685357,161,10
1774707685357,161,80
1774707685358,161,10
1774707685359,161,30
1774707685359,161,10
1774707685360,161,30
1774707685360,161,20
1774707685369,161,10
1774707685369,162,80
1774707685370,162,40
1774707685377,162,30
1774707685381,162,40
1774707685385,162,20
1774707685385,162,40
1774707685386,162,40
1774707685387,162,20
1774707685393,162,50
1774707685393,162,20
1774707685397,162,10
1774707685400,162,10
1774707685401,162,20
1774707685401,162,20
1774707685405,162,20
1774707685406,162,70
1774707685407,162,20
1774707685410,162,50
1774707685410,163,30
1774707685411,163,40
1774707685411,163,30
1774707685413,163,10
1774707685416,163,60
1774707685416,163,30
1774707685419,163,30
1774707685419,163,20
1774707685419,163,10
1774707685424,163,40
1774707685424,163,40
1774707685425,163,50
1774707685425,163,20
1774707685428,163,40
1774707685436,163,20
1774707685437,163,30
1774707685437,163,20
1774707685440,163,70
1774707685443,163,10
1774707685443,164,20
1774707685443,164,20
1774707685444,164,20
1774707685455,164,20
1774707685457,164,10
1774707685457,164,50
1774707685458,164,20
1774707685460,164,30
1774707685460,164,30
1774707685461,164,10
1774707685462,164,20
1774707685462,164,40
1774707685463,164,20
1774707685466,164,20
1774707685466,164,20
1774707685467,164,40
1774707685470,164,20
1774707685470,164,20
1774707685470,164,20
1774707685474,164,70
1774707685476,164,10
1774707685476,164,80
1774707685479,164,10
1774707685479,164,10
1774707685480,164,90
1774707685481,165,50
1774707685481,165,30
1774707685482,165,50
1774707685487,165,10
1774707685487,165,50
1774707685488,165,10
1774707685489,165,80
1774707685497,165,60
1774707685505,165,30
1774707685519,165,10
1774707685520,165,40
1774707685523,165,10
1774707685523,166,80
1774707685529,166,10
1774707685530,166,10
1774707685532,166,20
1774707685534,166,70
1774707685535,166,10
1774707685536,166,10
1774707685536,166,30
1774707685537,167,20
1774707685537,167,10
1774707685543,167,10
1774707685545,167,30
1774707685545,168,20
1774707685546,168,20
1774707685553,168,10
1774707685553,168,90
1774707685554,168,10
1774707685556,168,10
1774707685558,168,50
1774707685558,168,40
1774707685563,168,50
1774707685564,169,30
1774707685566,169,10
1774707685574,169,30
1774707685574,169,20
1774707685576,169,60
1774707685579,169,10
1774707685580,169,20
1774707685580,170,10
1774707685581,170,40
1774707685584,170,20
1774707685587,170,10
1774707685593,170,20
1774707685593,170,30
1774707685595,170,30
1774707685595,171,20
1774707685601,171,40
1774707685601,171,30
1774707685602,171,10
1774707685603,171,70
1774707685603,172,10
1774707685604,172,70
1774707685609,172,20
1774707685609,172,70
1774707685610,172,30
1774707685617,172,60
1774707685617,173,10
1774707685617,173,30
1774707685618,173,50
1774707685620,173,10
1774707685621,173,40
1774707685621,174,10
1774707685621,174,40
1774707685625,174,50
1774707685625,174,30
1774707685629,174,40
1774707685631,174,20
1774707685634,174,10
1774707685658,175,50
1774707685658,175,10
1774707685664,175,20
1774707685665,175,70
1774707685665,175,10
1774707685666,175,20
1774707685666,175,40
1774707685672,175,30
1774707685672,175,30
1774707685680,175,50
1774707685680,175,30
1774707685683,175,70
1774707685683,175,30
1774707685684,175,40
1774707685689,175,20
1774707685696,176,30
1774707685703,176,60
1774707685704,176,30
1774707685711,176,40
1774707685713,176,10
1774707685713,176,60
1774707685719,176,10
1774707685719,176,60
1774707685721,175,10
1774707685736,176,10
1774707685736,176,80
1774707685738,176,20
1774707685738,176,40
1774707685741,176,20
1774707685746,176,20
1774707685747,176,50
1774707685747,176,20
1774707685748,176,70
1774707685748,176,10
1774707685749,176,20
1774707685752,177,10
1774707685760,177,30
1774707685760,177,20
1774707685761,177,30
1774707685762,177,20
1774707685768,177,10
1774707685769,177,70
1774707685769,177,10
1774707685770,177,70
1774707685787,177,20
1774707685793,177,10
1774707685794,177,10
1774707685798,177,40
1774707685798,177,10
1774707685805,177,10
1774707685807,177,60
1774707685807,177,40
1774707685810,175,10
1774707685816,174,40
1774707685819,177,20
1774707685826,177,40
1774707685826,177,30
1774707685827,177,10
1774707685827,177,20
1774707685843,177,80
1774707685844,177,20
1774707685846,176,10
1774707685849,172,20
1774707685850,172,50
1774707685850,172,20
1774707685852,176,50
1774707685867,176,50
1774707685869,177,40
1774707685885,175,30
1774707685886,177,20
1774707685887,177,10
1774707685889,177,80
1774707685889,177,10
1774707685890,177,40
1774707685906,177,50
1774707685909,177,50
1774707685910,177,30
1774707685914,177,30
1774707685914,177,40
1774707685915,177,10
1774707685916,177,20
1774707685922,177,30
1774707685925,177,10
1774707685926,177,30
1774707685936,177,10
1774707685938,177,40
1774707685938,177,50
1774707685939,177,30
1774707685940,178,30
1774707685944,178,10
1774707685944,178,10
1774707685945,178,10
1774707685945,178,70
1774707685946,178,20
1774707685947,178,20
1774707685947,178,10
1774707685965,178,10
1774707685965,178,10
1774707685966,178,40
1774707685969,178,10
1774707685969,178,20
1774707685972,178,40
1774707685977,178,20
1774707685983,177,30
1774707685991,178,20
1774707685999,178,20
1774707686000,178,50
1774707686002,178,30
1774707686002,178,40
1774707686005,178,30
1774707686005,178,20
1774707686018,178,10
1774707686018,178,50
1774707686021,178,10
1774707686023,178,70
1774707686024,178,10
1774707686027,178,50
1774707686027,178,40
1774707686030,178,10
1774707686030,178,20
1774707686031,178,30
1774707686032,178,20
1774707686032,178,20
1774707686033,178,60
1774707686033,178,30
1774707686034,178,40
1774707686034,179,40
1774707686035,179,10
1774707686035,179,10
1774707686035,179,60
1774707686036,179,20
1774707686037,179,30
1774707686041,179,40
1774707686041,179,50
1774707686042,179,10
1774707686043,179,20
1774707686054,179,10
1774707686068,179,60
1774707686077,179,10
1774707686093,179,50
1774707686094,179,10
1774707686099,175,20
1774707686101,177,20
1774707686104,178,10
1774707686115,177,20
1774707686116,177,10
1774707686116,177,20
1774707686117,177,30
1774707686127,174,10
1774707686130,174,30
1774707686130,174,50
1774707686136,171,30
1774707686137,171,70
1774707686137,174,30
1774707686138,174,20
1774707686138,174,10
1774707686139,170,70
1774707686140,170,10
1774707686143,174,50
1774707686143,174,40
1774707686144,174,10
1774707686145,175,50
1774707686146,175,10
1774707686147,176,30
1774707686147,176,30
1774707686150,174,40
1774707686151,174,50
1774707686161,176,40
1774707686161,176,50
1774707686162,176,10
1774707686164,176,40
1774707686180,174,20
1774707686184,174,30
1774707686184,174,40
1774707686195,176,20
1774707686203,172,40
1774707686221,173,40
1774707686221,173,10
1774707686223,175,60
1774707686224,175,30
1774707686225,172,10
1774707686229,173,60
1774707686234,173,10
1774707686250,176,50
1774707686258,176,60
1774707686258,176,10
1774707686259,176,70
1774707686279,176,50
1774707686282,176,20
1774707686290,176,20
1774707686290,176,30
1774707686292,176,10
1774707686292,176,70
1774707686292,177,20
1774707686295,177,20
1774707686296,177,20
1774707686298,177,10
1774707686301,177,60
1774707686302,177,30
1774707686304,177,70
1774707686306,177,30
1774707686306,177,40
1774707686307,177,20
1774707686308,178,10
1774707686309,178,30
1774707686309,178,10
1774707686313,178,10
1774707686313,178,70
1774707686314,178,20
1774707686315,179,10
1774707686316,179,40
1774707686316,179,30
1774707686320,179,20
1774707686322,179,30
1774707686322,179,40
1774707686323,179,10
1774707686323,179,60
1774707686330,179,40
1774707686330,179,20
1774707686336,179,40
1774707686339,179,10
1774707686340,179,20
1774707686340,179,20
1774707686351,179,10
1774707686355,179,20
1774707686355,179,10
1774707686357,179,40
1774707686360,179,10
1774707686360,179,20
1774707686363,179,10
1774707686363,179,10
1774707686364,179,10
1774707686365,179,60
1774707686365,179,20
1774707686368,179,10
1774707686374,179,80
1774707686382,179,30
1774707686385,178,60
1774707686387,179,50
1774707686387,179,40
1774707686392,179,40
1774707686401,176,20
1774707686408,178,10
1774707686419,174,60
1774707686425,176,20
1774707686426,178,70
1774707686426,178,30
1774707686434,179,10
1774707686434,179,60
1774707686435,179,20
1774707686457,179,20
1774707686461,179,20
1774707686461,179,50
1774707686462,179,20
1774707686463,179,20
1774707686463,179,20
1774707686464,179,10
1774707686465,179,60
1774707686466,179,20
1774707686469,179,10
1774707686469,179,80
1774707686470,179,10
1774707686471,179,10
1774707686473,179,10
1774707686474,179,20
1774707686474,179,10
1774707686474,179,10
1774707686476,179,30
1774707686478,179,40
1774707686478,179,10
1774707686478,179,20
1774707686483,179,60
1774707686483,179,30
1774707686483,179,10
1774707686484,179,60
1774707686485,179,10
1774707686492,179,20
1774707686494,179,20
1774707686502,179,40
1774707686503,179,10
1774707686504,179,10
1774707686505,179,10
1774707686508,179,40
1774707686509,179,10
1774707686512,179,20
1774707686517,179,10
1774707686518,179,70
1774707686520,179,30
1774707686521,179,20
1774707686521,179,10
1774707686522,179,60
1774707686525,179,10
1774707686527,179,10
1774707686527,179,20
1774707686532,179,10
1774707686533,180,30
1774707686538,180,70
1774707686538,180,20
1774707686541,180,50
1774707686543,180,20
1774707686543,180,50
1774707686544,180,20
1774707686544,180,20
1774707686545,180,20
1774707686549,180,60
1774707686558,180,50
1774707686560,180,10
1774707686569,180,20
1774707686572,180,60
1774707686574,180,20
1774707686575,180,10
1774707686576,180,60
1774707686576,180,20
1774707686580,180,40
1774707686582,180,60
1774707686586,180,30
1774707686588,180,50
1774707686595,180,20
1774707686595,180,30
1774707686596,180,10
1774707686599,180,20
1774707686600,180,20
1774707686600,180,30
1774707686603,180,50
1774707686604,180,20
1774707686605,180,30
1774707686605,180,10
1774707686606,180,30
1774707686606,180,30
1774707686607,180,30
1774707686607,180,10
1774707686607,180,30
1774707686608,180,10
1774707686610,180,40
1774707686611,180,20
1774707686612,180,50
1774707686612,180,10
1774707686613,180,10
1774707686613,180,10
1774707686616,180,20
1774707686616,180,50
1774707686618,180,50
1774707686618,180,50
1774707686621,180,40
1774707686621,180,50
1774707686621,180,10
1774707686623,180,20
1774707686626,180,20
1774707686627,180,60
1774707686627,180,40
1774707686628,180,10
1774707686628,180,20
1774707686630,180,50
1774707686632,180,30
1774707686633,180,30
1774707686638,180,20
1774707686639,180,10
1774707686639,180,50
1774707686640,180,20
1774707686643,180,30
1774707686646,180,70
1774707686646,180,30
1774707686652,180,40
1774707686653,180,50
1774707686654,180,30
1774707686654,180,10
1774707686655,180,50
1774707686656,180,10
1774707686658,180,30
1774707686658,180,50
1774707686666,180,20
1774707686667,180,20
1774707686667,180,60
1774707686669,180,30
1774707686671,180,10
1774707686671,181,30
1774707686673,181,40
1774707686674,181,30
1774707686674,181,10
1774707686675,181,20
1774707686675,181,40
1774707686676,181,50
1774707686676,181,10
1774707686679,181,10
1774707686679,181,10
1774707686681,181,20
1774707686682,181,20
1774707686682,181,50
1774707686685,181,40
1774707686686,181,10
1774707686686,181,30
1774707686689,181,80
1774707686692,181,10
1774707686693,181,20
1774707686694,181,40
1774707686697,181,10
1774707686698,181,70
1774707686699,181,20
1774707686703,181,10
1774707686708,181,70
1774707686709,181,20
1774707686710,181,30
1774707686710,181,10
1774707686710,181,20
1774707686712,181,40
1774707686713,181,50
1774707686717,181,20
1774707686717,181,20
1774707686718,181,20
1774707686722,181,10
1774707686722,181,40
1774707686723,181,30
1774707686724,181,70
1774707686724,181,20
1774707686727,181,50
1774707686727,181,50
1774707686728,181,30
1774707686728,181,70
1774707686731,181,10
1774707686732,181,20
1774707686733,181,40
1774707686733,181,10
1774707686734,181,10
1774707686735,181,20
1774707686738,181,50
1774707686738,181,50
1774707686739,181,20
1774707686740,181,30
1774707686740,181,20
1774707686741,181,30
1774707686742,181,10
1774707686744,181,30
1774707686747,181,40
1774707686747,182,10
1774707686748,182,50
1774707686758,182,20
1774707686758,182,40
1774707686759,182,50
1774707686760,182,20
1774707686762,182,60
1774707686763,182,30
1774707686768,182,50
1774707686769,182,50
1774707686770,182,20
1774707686776,182,30
1774707686777,182,50
1774707686779,182,40
1774707686780,182,20
1774707686780,182,10
1774707686780,182,30
1774707686781,182,40
1774707686782,182,40
1774707686784,182,80
1774707686786,182,70
1774707686789,182,20
1774707686792,182,50
1774707686795,182,10
1774707686796,182,20
1774707686796,182,60
1774707686796,182,10
1774707686799,182,60
1774707686800,182,10
1774707686802,182,30
1774707686802,182,30
1774707686809,182,10
1774707686810,182,10
1774707686813,182,30
1774707686813,182,30
1774707686815,182,70
1774707686816,182,70
1774707686822,182,10
1774707686823,182,20
1774707686823,182,30
1774707686825,182,30
1774707686827,182,60
1774707686827,182,20
1774707686830,182,50
1774707686835,182,30
1774707686835,182,20
1774707686835,182,30
1774707686836,182,20
1774707686837,182,20
1774707686839,182,50
1774707686840,182,20
1774707686843,182,50
1774707686844,182,10
1774707686845,182,60
1774707686845,182,20
1774707686847,182,70
1774707686847,183,10
1774707686849,183,40
1774707686852,183,20
1774707686852,183,70
1774707686855,183,30
1774707686855,183,10
1774707686857,183,50
1774707686858,183,40
1774707686858,183,40
1774707686860,183,20
1774707686860,183,10
1774707686860,183,40
1774707686861,183,30
1774707686870,183,10
1774707686871,183,10
1774707686872,183,60
1774707686874,183,30
1774707686879,183,20
1774707686880,183,40
1774707686881,183,30
1774707686883,183,40
1774707686885,183,50
1774707686886,183,10
1774707686887,183,10
1774707686887,183,50
1774707686887,183,20
1774707686890,183,20
1774707686891,183,10
1774707686891,183,30
1774707686892,183,20
1774707686897,183,30
1774707686898,183,10
1774707686907,183,20
1774707686908,183,50
1774707686910,183,60
1774707686910,183,40
1774707686911,183,30
1774707686913,183,30
1774707686913,183,20
1774707686917,183,60
1774707686918,183,30
1774707686919,183,60
